"Date"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"63"	"64"	"65"	"66"	"67"	"68"	"69"	"70"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"83"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"95"	"96"	"97"	"98"	"99"	"100"	"101"	"102"	"103"	"104"	"105"	"106"	"107"	"108"	"109"	"110"	"111"	"112"	"113"	"114"	"115"	"116"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"141"	"142"	"143"	"144"	"145"	"146"	"147"	"148"	"149"	"150"	"151"	"152"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"165"	"166"	"167"	"168"	"169"	"170"	"171"	"172"	"173"	"174"	"175"	"176"	"177"	"178"	"179"	"180"	"181"	"182"	"183"	"184"	"185"	"186"	"187"	"188"	"189"	"190"	"191"	"192"	"193"	"194"	"195"	"196"	"197"	"198"	"199"	"200"
"2028-07-31"	2	2	3	3	2	2	3	2	3	3	3	3	3	2	3	2	3	3	2	3	3	2	3	2	3	3	3	2	3	3	2	3	3	3	3	2	3	3	3	2	3	3	3	2	3	3	2	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	2	2	3	3	2	2	3	3	3	3	3	2	2	2	3	2	2	3	3	2	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	2	2	3	2	3	2	2	3	3	3	3	3	2	2	3	3	2	3	2	2	2	2	3	2	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	2	2	2	3	3	3	3	3	3	2	2	3	3	2	3	3	2	3	3	2	2	2	2	3	3	2	3	2	3	3
"2028-08-01"	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	2	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	3	2	2	2	3	2	3	2	3	2	3	3	2	3	3	2	2	3	3	2	2	2	3	2	2	3	2	3	3	2	3	3	2	3	2	2	3	2	3	3	3	3	2	3	2	3	2	3	2	3	2	2	3	3	3	2	3	3	3	2	2	2	2	2	3	3	2	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	3	3	2	3	2	3	3	2	3	3	2	3	2	2	3	2	3	2	3	3	3	3	2	2	2	2	2	2	2	3	3	2	2	3	2	3	2	3	3	2	3	3	2	2	3	2	2	3	2	2	3	3	3	3	2	3	2
"2028-08-02"	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	2	2	3	3	3	3	3	2	3	3	3	2	2	3	2	2	3	2	3	3	2	2	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	2	3	3	2	3	3	2	3	2	2	3	3	2	3	3	2	3	2	3	2	2	2	3	3	2	2	2	3	2	3	3	2	2	3	2	2	2	2	2	2	2	3	3	2	2	2	3	3	3	2	2	3	3	2	3	3	2	2	2	3	2	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	2	3	3	2	3	2	3	3	3	3	3	3	3	2	2	2	3	3	3	2	2	3	3	2	3	3	3	3	3	3	3	2	3	2	3	3	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	2	3	2	2	3	3	2	3	3	2
"2028-08-03"	3	2	2	2	3	3	2	2	2	3	2	3	2	3	3	2	3	3	2	3	2	3	3	2	3	3	3	3	2	2	3	3	2	3	2	3	3	3	3	2	3	2	3	2	2	3	2	2	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	2	3	3	2	2	2	3	2	2	3	2	2	2	3	3	2	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	2	3	3	3	2	3	3	3	2	3	3	3	2	3	3	3	2	3	2	2	3	3	3	3	3	3	2	2	3	2	3	3	2	3	3	2	2	2	2	3	3	3	3	2	3	3	3	3	2	3	2	3	2	3	2	2	3	3	3	2	3	2	2	3	2	3	3	2	3	3	3	2	2	2	3
"2028-08-04"	3	3	2	3	2	2	3	3	3	2	3	3	2	3	3	3	3	3	2	3	2	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	3	2	2	3	2	2	3	3	2	3	3	3	3	3	3	3	2	3	2	2	3	3	3	3	3	3	2	3	2	3	2	3	2	3	3	3	3	3	3	3	3	2	2	3	2	3	3	2	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	2	3	2	3	3	3	3	3	3	2	3	2	3	2	2	2	3	2	3	3	2	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	2	3	2	3	2	3	3	2	3	3	2	3	2	2	2	3	3	3	2	3	3	2	2	2	2	3	3	3	2	3	3	2	3	3	2	3	3	3	3
"2028-08-05"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-06"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-07"	3	2	3	3	3	2	3	2	3	2	2	3	2	3	2	3	2	3	3	3	3	2	3	3	2	3	2	3	2	3	3	2	3	2	3	3	3	3	3	2	3	3	2	3	3	2	2	3	3	2	3	3	3	3	2	2	2	2	3	2	3	3	3	2	3	3	3	2	3	2	2	3	2	3	3	3	3	3	2	2	3	3	3	2	2	3	3	3	2	2	3	2	2	3	2	3	2	3	3	3	3	3	2	2	3	3	3	3	2	3	2	3	3	3	2	2	3	2	3	2	3	3	3	3	2	2	3	3	3	3	3	3	2	2	3	3	3	3	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	2	2	2	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3
"2028-08-08"	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	2	3	2	2	3	3	3	3	2	3	2	3	2	3	2	3	2	2	3	2	3	2	2	3	3	3	3	2	3	2	2	3	3	3	3	3	3	2	3	3	3	2	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	2	2	3	3	3	2	3	2	2	3	3	3	3	2	3	2	3	3	2	3	2	3	2	3	2	3	3	2	2	2	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	2	3	2	2	3	3	3	3	3	2	2	3	3	3	2	2	2	2	3	2	3	3	3	2	2	3	3	3	3	2	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	2	3	2	3	2	2
"2028-08-09"	3	3	3	3	2	2	2	2	2	3	2	2	2	3	2	3	3	2	3	2	3	3	2	3	2	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	2	3	2	3	2	2	2	3	3	3	3	3	2	2	2	3	3	2	2	2	3	2	3	2	2	3	3	2	3	2	3	2	3	2	3	3	2	3	2	2	3	3	2	3	2	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	2	2	3	2	3	2	3	3	2	3	3	2	2	3	2	3	3	2	2	2	2	3	2	3	2	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	2	3	2	3
"2028-08-10"	2	3	3	3	3	2	3	3	3	2	2	2	3	3	3	2	3	2	3	3	3	3	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	2	3	2	2	3	2	3	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	3	2	3	2	3	3	2	3	3	2	2	2	2	3	2	3	2	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	2	3	3	3	2	3	2	3	2	2	3	2	3	2	3	2	3	2	2	3	2	2	3	3	3	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	3	2	2	3	3	2	2	3	2	3	2	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	2	2	3	2	3	3	2	2	3	2	3	3	3
"2028-08-11"	3	2	3	2	3	3	3	2	3	3	3	2	2	3	3	3	3	3	3	3	2	3	2	2	3	2	3	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	2	2	3	3	3	2	3	3	3	2	2	3	3	2	3	2	2	3	2	3	2	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	2	3	3	3	2	3	3	2	2	3	3	2	2	2	3	3	3	3	2	2	3	3	3	3	3	2	2	2	2	2	3	2	2	3	2	3	3	3	2	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	2	2	3	3	3	2	2	3	3	2	2	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	2	2	3	3	2	2	2	2	2	3	3
"2028-08-12"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-13"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-14"	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	3	3	3	3	3	2	2	3	3	2	3	2	2	3	3	2	2	2	3	3	3	3	3	3	2	2	2	3	3	2	3	2	3	2	3	3	2	2	3	3	2	3	2	3	2	2	2	3	3	3	3	2	3	3	2	3	2	3	2	2	2	3	3	3	2	3	3	2	3	3	3	3	3	2	2	3	2	3	2	2	3	2	2	3	3	3	3	2	3	3	3	3	3	2	3	2	3	2	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	2	3	3	3	3	3	2	2	3	2	3	3	3	3	2	2	3	2	3	3	2	3	3	3	2	2	3	2	3	2	3	3	3	2	3	3	2	3	3	2	3	2	3	2
"2028-08-15"	3	3	2	2	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	2	3	3	2	3	2	3	3	2	3	3	2	3	3	2	2	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	3	2	2	3	2	2	2	3	3	3	2	2	3	3	3	2	3	2	3	3	3	2	3	3	3	2	2	2	3	3	2	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	3	3	2	3	3	3	3	3	3	2	3	2	3	3	2	3	3	3	2	2	3	3	3	2	2	2	3	2	3	3	3	3	2	3	3	3	3	2	2	3	3	2	2	3	3	3	2	3	2	3	3	2	2	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	3	3	3	3
"2028-08-16"	3	3	3	3	3	2	3	2	2	3	2	2	2	2	2	3	3	3	3	2	3	3	2	2	3	2	2	2	3	3	3	2	3	2	2	2	3	3	3	3	2	3	2	3	3	2	2	2	2	3	2	3	3	3	3	2	2	2	3	3	3	3	2	3	3	3	3	3	2	2	3	3	2	2	2	3	3	3	2	2	2	3	3	2	2	3	3	2	2	3	3	3	3	3	3	2	3	2	2	3	2	2	3	2	3	3	3	2	3	3	3	3	3	3	2	2	2	3	3	3	3	3	2	3	2	3	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	2	3	2	2	3	3	3	2	2	3	3	2	3	3	3	3	3	3	2	3	2	2	2	3	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3
"2028-08-17"	2	3	2	2	3	2	2	3	2	2	3	3	3	3	3	3	2	2	2	3	2	3	3	3	2	3	3	3	2	2	3	3	3	3	3	2	3	3	2	3	3	3	2	2	2	3	3	3	2	2	2	3	3	3	2	3	3	2	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	2	2	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	2	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	3	3	2	2	3	2	2	3	3	3	3	3	2	3	2	3	3	2	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	2	3	2	3	3	3	3	3	2	3
"2028-08-18"	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	2	3	3	3	3	2	3	3	3	2	2	3	3	3	3	3	2	2	2	3	3	3	2	2	2	3	2	3	2	3	2	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	2	2	3	3	2	3	2	3	3	3	3	2	2	2	3	3	2	2	2	3	3	3	2	2	3	3	3	2	3	3	3	2	2	3	2	2	3	2	3	3	2	3	2	3	3	3	3	3	3	3	2	2	2	3	3	2	2	2	3	3	3	3	2	3	3	3	2	2	3	2	2	2	3	2	3	2	3	3	3	2	2	3	2	2	2	3	3	3	3	3	2	3	2	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	2	2	2	3	3	2	3	3	3	3	3	2	2	3	2	2	3	3	3	3
"2028-08-19"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-20"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-21"	3	3	3	3	3	2	3	3	3	2	3	2	3	2	2	3	3	3	3	3	3	2	3	2	3	3	3	3	2	2	3	2	3	3	2	2	3	3	2	3	2	2	3	2	3	2	3	2	2	2	2	2	3	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	2	3	3	3	2	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	2	2	3	3	2	2	2	3	3	2	3	3	2	3	2	3	3	3	3	3	2	3	3	2	3	3	3	2	3	3	2	3	3	2	3	2	3	3	2	2	3	3	2	3	3	2	3	3	2	2	3	3	3	2	2	3	3	2	2	3	3	2	3	2	3	2	3	2	3	3	3	3	2	3	3	2	3	3	3	2	3	3	3	3	3
"2028-08-22"	3	2	3	3	3	3	2	3	2	3	3	3	3	2	3	3	2	2	3	3	2	2	3	2	3	2	3	3	2	2	3	3	3	2	2	3	2	3	3	2	2	2	3	2	3	2	3	2	2	3	3	3	2	3	3	3	2	3	3	3	3	2	2	3	3	2	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	2	3	2	3	2	2	2	2	3	3	2	3	2	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	2	3	2	3	3	3	2	3	3	2	3	2	3	3	3	2	3	3	3	3	3	2	3	2	2	3	3	3	2	2	3	3	3	3	2	3	2	3	3	2	2	2	3	2	3	3	2
"2028-08-23"	2	3	3	3	2	2	3	2	2	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	2	3	2	2	3	2	3	3	2	3	3	3	3	3	2	3	3	3	2	3	3	3	2	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	3	2	3	3	3	3	2	3	2	2	3	2	3	3	2	3	3	3	3	3	3	3	2	2	3	2	2	3	3	3	2	2	3	3	3	3	3	3	2	3	2	2	2	3	3	3	3	3	2	3	3	2	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	2	3	2	3	2	3	3	2	2	2	2	3	2	2	3	3	2	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3
"2028-08-24"	3	2	3	3	3	2	2	3	3	2	3	3	3	2	2	2	2	3	3	3	3	2	3	3	2	3	3	2	2	2	3	3	3	3	2	3	3	2	3	2	3	3	3	3	3	2	2	3	3	2	3	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	2	3	3	2	2	3	2	2	2	3	3	3	2	3	3	3	2	2	2	3	3	2	3	2	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	2	3	2	3	3	2	3	2	3	3	3	3	2	2	2	3	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	2	3	3	2	3	3	2	3	2	2	3	2	3	3	3	3	3	2	3	3	3	3	3	3
"2028-08-25"	2	3	2	3	3	2	2	3	3	3	3	2	3	2	3	3	3	3	3	3	2	3	2	2	3	3	2	3	3	3	2	2	2	3	2	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2	2	2	3	3	3	3	3	3	3	2	3	3	3	3	3	2	2	2	3	3	3	2	2	3	3	2	3	2	2	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	2	3	2	3	2	3	3	2	2	2	2	3	2	3	2	2	2	2	3	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	2	2	3	3	3	3	2	2	2	3	2	3	3	3	3	3	3	2	2	3	2	3	2	3	2	3	2	2	2	3	2	3	3	3	3	2	3	3	2	2	3	2	3	2	3	2	2	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3
"2028-08-26"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-27"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
"2028-08-28"	3	3	3	3	3	3	2	2	3	3	2	3	3	2	3	3	3	3	3	2	2	3	2	2	3	2	2	3	3	3	3	2	3	3	3	3	2	2	2	2	2	3	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	2	2	3	3	2	3	3	3	3	2	2	3	2	3	2	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	2	3	3	2	3	2	3	2	3	3	3	3	3	2	3	2	2	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	2	3	2	2	2	2	3	2	2	2	2	2	3	3	2	3	3	2	2	3	2	3	2	3	2	3	3	3	3	2	3	2	3	2	3	3	3	2	3	3	3	3	2	3	2	3	2	2	2	2	3	3	3	3	3	2
"2028-08-29"	2	2	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2	3	2	3	3	2	2	3	3	3	3	3	2	3	3	2	3	3	2	3	2	3	3	2	3	3	3	3	3	2	2	3	3	2	3	2	2	2	3	2	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	2	3	2	2	2	3	3	3	3	3	2	3	3	3	2	3	3	3	2	3	3	2	3	2	2	3	2	3	3	3	2	2	2	3	3	3	3	3	2	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	2	3	2	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	3	3	2	3	3	2	3	3	2	2	2	3	2
"2028-08-30"	3	3	3	3	3	3	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	2	2	3	3	2	3	3	3	3	2	2	3	3	2	3	2	3	3	3	2	3	3	3	2	3	2	3	2	3	2	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	2	3	2	2	3	2	2	3	3	3	2	2	3	2	3	2	2	2	3	2	2	3	3	2	2	2	2	3	2	3	2	2	3	2	2	2	2	2	2	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	3	3	2	3	3	2	3	2	2	3	3	3	2	3	2	2	2	3	3	3	2	2	3	2	3	3	2	3	2	3	2	2	2	2	3	2	2	3	3	3	2	2	3	3	3	2	2	3	3	3	2	2	2	2	3	2	2	3	2	3	3	3	3
"2028-08-31"	3	3	2	3	3	3	2	3	3	3	2	2	3	3	2	3	3	3	2	3	3	3	3	2	2	3	3	2	2	2	2	3	3	3	2	3	3	2	2	2	2	3	2	3	2	3	2	3	3	3	3	2	2	3	3	2	3	3	2	3	2	3	3	2	3	3	2	3	2	3	3	2	3	3	2	2	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	2	2	2	3	2	3	2	3	3	3	3	3	3	2	3	2	2	2	3	3	3	3	2	3	3	3	3	2	2	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	2	2	3	3	3	2	3	2	2	3	3	3	2	3	3	2	3	3	2	3	2	3	3	2	2	2	2	3	3	2	2	3	3	2	3	3	2	3	3	2	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3	2	3	3
